#Returns from each episode
-182.00, -7.00, 10.00, 9.00, 5.00, 8.00, 10.00, 4.00, 10.00, 6.00, 7.00, 10.00, 4.00, 8.00, 8.00, -4.00, -1.00, 10.00, 10.00, -18.00, 7.00, 76377.00, 636.00, 137.00, 183.00, 851.00, 513.00, 71.00, 224.00, 192.00, 214.00, 48.00, 37.00, 1233.00, 107.00, 246.00, 787.00, 1777.00, 6051.00, 121.00, 54748.00, 62557.00, 
